        4636           2          20
Tue Mar 13 17:52:45 2007
nirspec_doar24es_glue.dat

Full Nirspec spectrum of doar24es, different settings combined.
Poor atmosphere is indicated with NaNs.
Wavelength scale corrected for earth motion in direction of science target..
..assuming V_helio of science target is 0.0 km/s. Add V_helio of science...
..target to transform to target rest frame.
 
april data much worse,  do not use
  4.8757744E+00           -NaN
  4.8758721E+00           -NaN
  4.8759694E+00           -NaN
  4.8760672E+00           -NaN
  4.8761644E+00           -NaN
  4.8762622E+00           -NaN
  4.8763595E+00           -NaN
  4.8764572E+00           -NaN
  4.8765545E+00           -NaN
  4.8766522E+00           -NaN
  4.8767495E+00           -NaN
  4.8768473E+00           -NaN
  4.8769450E+00           -NaN
  4.8770423E+00           -NaN
  4.8771400E+00           -NaN
  4.8772373E+00           -NaN
  4.8773351E+00           -NaN
  4.8774323E+00           -NaN
  4.8775301E+00           -NaN
  4.8776278E+00           -NaN
  4.8777251E+00           -NaN
  4.8778229E+00           -NaN
  4.8779202E+00           -NaN
  4.8780179E+00           -NaN
  4.8781152E+00           -NaN
  4.8782129E+00           -NaN
  4.8783107E+00           -NaN
  4.8784080E+00           -NaN
  4.8785057E+00           -NaN
  4.8786035E+00           -NaN
  4.8787007E+00           -NaN
  4.8787985E+00           -NaN
  4.8788958E+00           -NaN
  4.8789935E+00           -NaN
  4.8790913E+00           -NaN
  4.8791885E+00           -NaN
  4.8792863E+00           -NaN
  4.8793840E+00           -NaN
  4.8794813E+00           -NaN
  4.8795791E+00           -NaN
  4.8796768E+00           -NaN
  4.8797741E+00           -NaN
  4.8798718E+00           -NaN
  4.8799696E+00           -NaN
  4.8800669E+00           -NaN
  4.8801646E+00           -NaN
  4.8802624E+00           -NaN
  4.8803596E+00           -NaN
  4.8804574E+00           -NaN
  4.8805552E+00           -NaN
  4.8806524E+00           -NaN
  4.8807502E+00           -NaN
  4.8808479E+00           -NaN
  4.8809457E+00           -NaN
  4.8810430E+00           -NaN
  4.8811407E+00           -NaN
  4.8812385E+00           -NaN
  4.8813362E+00           -NaN
  4.8814335E+00           -NaN
  4.8815312E+00           -NaN
  4.8816290E+00           -NaN
  4.8817267E+00           -NaN
  4.8818240E+00           -NaN
  4.8819218E+00           -NaN
  4.8820195E+00           -NaN
  4.8821173E+00           -NaN
  4.8822145E+00           -NaN
  4.8823123E+00           -NaN
  4.8824100E+00           -NaN
  4.8825078E+00           -NaN
  4.8826051E+00           -NaN
  4.8827028E+00           -NaN
  4.8828006E+00           -NaN
  4.8828983E+00           -NaN
  4.8829961E+00           -NaN
  4.8830934E+00           -NaN
  4.8831911E+00           -NaN
  4.8832889E+00           -NaN
  4.8833866E+00           -NaN
  4.8834844E+00           -NaN
  4.8835821E+00           -NaN
  4.8836794E+00           -NaN
  4.8837771E+00           -NaN
  4.8838749E+00           -NaN
  4.8839726E+00           -NaN
  4.8840704E+00           -NaN
  4.8841681E+00           -NaN
  4.8842654E+00           -NaN
  4.8843632E+00           -NaN
  4.8844609E+00           -NaN
  4.8845587E+00           -NaN
  4.8846564E+00           -NaN
  4.8847542E+00           -NaN
  4.8848519E+00           -NaN
  4.8849497E+00           -NaN
  4.8850470E+00           -NaN
  4.8851447E+00           -NaN
  4.8852425E+00           -NaN
  4.8853402E+00           -NaN
  4.8854380E+00           -NaN
  4.8855357E+00           -NaN
  4.8856335E+00           -NaN
  4.8857312E+00           -NaN
  4.8858290E+00           -NaN
  4.8859267E+00           -NaN
  4.8860245E+00           -NaN
  4.8861222E+00           -NaN
  4.8862195E+00           -NaN
  4.8863173E+00           -NaN
  4.8864150E+00           -NaN
  4.8865128E+00           -NaN
  4.8866105E+00           -NaN
  4.8867083E+00           -NaN
  4.8868060E+00           -NaN
  4.8869038E+00           -NaN
  4.8870015E+00           -NaN
  4.8870993E+00           -NaN
  4.8871970E+00           -NaN
  4.8872948E+00           -NaN
  4.8873925E+00           -NaN
  4.8874903E+00           -NaN
  4.8875880E+00           -NaN
  4.8876858E+00           -NaN
  4.8877835E+00           -NaN
  4.8878813E+00           -NaN
  4.8879790E+00           -NaN
  4.8880768E+00           -NaN
  4.8881745E+00           -NaN
  4.8882723E+00           -NaN
  4.8883700E+00           -NaN
  4.8884678E+00           -NaN
  4.8885655E+00           -NaN
  4.8886633E+00           -NaN
  4.8887610E+00           -NaN
  4.8888588E+00           -NaN
  4.8889565E+00           -NaN
  4.8890543E+00           -NaN
  4.8891525E+00           -NaN
  4.8892503E+00           -NaN
  4.8893480E+00           -NaN
  4.8894458E+00           -NaN
  4.8895435E+00           -NaN
  4.8896413E+00           -NaN
  4.8897390E+00           -NaN
  4.8898368E+00           -NaN
  4.8899345E+00           -NaN
  4.8900323E+00           -NaN
  4.8901300E+00           -NaN
  4.8902278E+00           -NaN
  4.8903260E+00           -NaN
  4.8904238E+00           -NaN
  4.8905215E+00           -NaN
  4.8906193E+00           -NaN
  4.8907170E+00           -NaN
  4.8908148E+00           -NaN
  4.8909125E+00           -NaN
  4.8910103E+00           -NaN
  4.8911085E+00           -NaN
  4.8912063E+00           -NaN
  4.8913040E+00           -NaN
  4.8914018E+00           -NaN
  4.8914995E+00           -NaN
  4.8915973E+00           -NaN
  4.8916955E+00           -NaN
  4.8917933E+00           -NaN
  4.8918910E+00           -NaN
  4.8919888E+00           -NaN
  4.8920865E+00           -NaN
  4.8921843E+00           -NaN
  4.8922825E+00           -NaN
  4.8923802E+00           -NaN
  4.8924780E+00           -NaN
  4.8925757E+00           -NaN
  4.8926735E+00           -NaN
  4.8927717E+00           -NaN
  4.8928695E+00           -NaN
  4.8929672E+00           -NaN
  4.8930650E+00           -NaN
  4.8931632E+00           -NaN
  4.8932610E+00           -NaN
  4.8933587E+00           -NaN
  4.8934565E+00           -NaN
  4.8935547E+00           -NaN
  4.8936524E+00           -NaN
  4.8937502E+00           -NaN
  4.8938479E+00           -NaN
  4.8939462E+00           -NaN
  4.8940439E+00           -NaN
  4.8941417E+00           -NaN
  4.8942394E+00           -NaN
  4.8943377E+00           -NaN
  4.8944354E+00           -NaN
  4.8945332E+00           -NaN
  4.8946314E+00           -NaN
  4.8947291E+00           -NaN
  4.8948269E+00           -NaN
  4.8949246E+00           -NaN
  4.8950229E+00           -NaN
  4.8951206E+00           -NaN
  4.8952184E+00           -NaN
  4.8953166E+00           -NaN
  4.8954144E+00           -NaN
  4.8955121E+00           -NaN
  4.8956103E+00           -NaN
  4.8957081E+00           -NaN
  4.8958058E+00           -NaN
  4.8959041E+00           -NaN
  4.8960018E+00           -NaN
  4.8960996E+00           -NaN
  4.8961978E+00           -NaN
  4.8962955E+00           -NaN
  4.8963933E+00           -NaN
  4.8964915E+00           -NaN
  4.8965893E+00           -NaN
  4.8966875E+00           -NaN
  4.8967853E+00           -NaN
  4.8968830E+00           -NaN
  4.8969812E+00           -NaN
  4.8970790E+00           -NaN
  4.8971772E+00           -NaN
  4.8972750E+00           -NaN
  4.8973727E+00           -NaN
  4.8974710E+00           -NaN
  4.8975687E+00           -NaN
  4.8976669E+00           -NaN
  4.8977647E+00           -NaN
  4.8978624E+00           -NaN
  4.8979607E+00           -NaN
  4.8980584E+00           -NaN
  4.8981566E+00           -NaN
  4.8982544E+00           -NaN
  4.8983526E+00           -NaN
  4.8984504E+00           -NaN
  4.8985486E+00           -NaN
  4.8986464E+00           -NaN
  4.8987441E+00           -NaN
  4.8988423E+00           -NaN
  4.8989401E+00           -NaN
  4.8990383E+00           -NaN
  4.8991361E+00           -NaN
  4.8992343E+00           -NaN
  4.8993320E+00           -NaN
  4.8994303E+00           -NaN
  4.8995280E+00           -NaN
  4.8996263E+00           -NaN
  4.8997240E+00           -NaN
  4.8998222E+00           -NaN
  4.8999200E+00           -NaN
  4.9000182E+00           -NaN
  4.9001160E+00           -NaN
  4.9002142E+00           -NaN
  4.9003119E+00           -NaN
  4.9004102E+00           -NaN
  4.9005084E+00           -NaN
  4.9006062E+00           -NaN
  4.9007044E+00           -NaN
  4.9008021E+00           -NaN
  4.9009004E+00           -NaN
  4.9009981E+00           -NaN
  4.9010963E+00           -NaN
  4.9011941E+00           -NaN
  4.9012923E+00           -NaN
  4.9013906E+00           -NaN
  4.9014883E+00           -NaN
  4.9015865E+00           -NaN
  4.9016843E+00           -NaN
  4.9017825E+00           -NaN
  4.9018807E+00           -NaN
  4.9019785E+00           -NaN
  4.9020767E+00           -NaN
  4.9021745E+00           -NaN
  4.9022727E+00           -NaN
  4.9023709E+00           -NaN
  4.9024687E+00           -NaN
  4.9025669E+00           -NaN
  4.9026647E+00           -NaN
  4.9027629E+00           -NaN
  4.9028611E+00           -NaN
  4.9029589E+00           -NaN
  4.9030571E+00           -NaN
  4.9031553E+00           -NaN
  4.9032531E+00           -NaN
  4.9033513E+00           -NaN
  4.9034495E+00           -NaN
  4.9035473E+00           -NaN
  4.9036455E+00           -NaN
  4.9037437E+00           -NaN
  4.9038415E+00           -NaN
  4.9039397E+00           -NaN
  4.9040380E+00           -NaN
  4.9041357E+00           -NaN
  4.9042339E+00           -NaN
  4.9043322E+00           -NaN
  4.9044299E+00           -NaN
  4.9045281E+00           -NaN
  4.9046264E+00           -NaN
  4.9047246E+00           -NaN
  4.9048223E+00           -NaN
  4.9049206E+00           -NaN
  4.9050188E+00           -NaN
  4.9051166E+00           -NaN
  4.9052148E+00           -NaN
  4.9053130E+00           -NaN
  4.9054112E+00           -NaN
  4.9055090E+00           -NaN
  4.9056072E+00           -NaN
  4.9057055E+00           -NaN
  4.9058037E+00           -NaN
  4.9059014E+00           -NaN
  4.9059997E+00           -NaN
  4.9060979E+00           -NaN
  4.9061961E+00           -NaN
  4.9062943E+00           -NaN
  4.9063921E+00           -NaN
  4.9064903E+00           -NaN
  4.9065886E+00           -NaN
  4.9066868E+00           -NaN
  4.9067850E+00           -NaN
  4.9068828E+00           -NaN
  4.9069810E+00           -NaN
  4.9070792E+00           -NaN
  4.9071774E+00           -NaN
  4.9072757E+00           -NaN
  4.9073734E+00           -NaN
  4.9074717E+00           -NaN
  4.9075699E+00           -NaN
  4.9076681E+00           -NaN
  4.9077663E+00           -NaN
  4.9078646E+00           -NaN
  4.9079623E+00           -NaN
  4.9080606E+00           -NaN
  4.9081588E+00           -NaN
  4.9082570E+00           -NaN
  4.9083552E+00           -NaN
  4.9084535E+00           -NaN
  4.9085517E+00           -NaN
  4.9086499E+00           -NaN
  4.9087477E+00           -NaN
  4.9088459E+00           -NaN
  4.9089441E+00           -NaN
  4.9090424E+00           -NaN
  4.9091406E+00           -NaN
  4.9092388E+00           -NaN
  4.9093370E+00           -NaN
  4.9094353E+00           -NaN
  4.9095335E+00           -NaN
  4.9096317E+00           -NaN
  4.9097295E+00           -NaN
  4.9098277E+00           -NaN
  4.9099259E+00           -NaN
  4.9100242E+00           -NaN
  4.9101224E+00           -NaN
  4.9102206E+00           -NaN
  4.9103189E+00           -NaN
  4.9104171E+00           -NaN
  4.9105153E+00           -NaN
  4.9106135E+00           -NaN
  4.9107118E+00           -NaN
  4.9108100E+00           -NaN
  4.9109082E+00           -NaN
  4.9110065E+00           -NaN
  4.9111047E+00           -NaN
  4.9112029E+00           -NaN
  4.9113011E+00           -NaN
  4.9113994E+00           -NaN
  4.9114976E+00           -NaN
  4.9115958E+00           -NaN
  4.9116940E+00           -NaN
  4.9117923E+00           -NaN
  4.9118905E+00           -NaN
  4.9119887E+00           -NaN
  4.9120870E+00           -NaN
  4.9121852E+00           -NaN
  4.9122834E+00           -NaN
  4.9123816E+00           -NaN
  4.9124799E+00           -NaN
  4.9125781E+00           -NaN
  4.9126763E+00           -NaN
  4.9127746E+00           -NaN
  4.9128728E+00           -NaN
  4.9129710E+00           -NaN
  4.9130692E+00           -NaN
  4.9131675E+00           -NaN
  4.9132662E+00           -NaN
  4.9133644E+00           -NaN
  4.9134626E+00           -NaN
  4.9135609E+00           -NaN
  4.9136591E+00           -NaN
  4.9137573E+00           -NaN
  4.9138556E+00           -NaN
  4.9139538E+00           -NaN
  4.9140520E+00           -NaN
  4.9141502E+00           -NaN
  4.9142485E+00           -NaN
  4.9143472E+00           -NaN
  4.9144454E+00           -NaN
  4.9145436E+00           -NaN
  4.9146419E+00           -NaN
  4.9147401E+00           -NaN
  4.9148383E+00           -NaN
  4.9149365E+00           -NaN
  4.9150352E+00           -NaN
  4.9151335E+00           -NaN
  4.9152317E+00           -NaN
  4.9153299E+00           -NaN
  4.9154282E+00           -NaN
  4.9155264E+00           -NaN
  4.9156251E+00           -NaN
  4.9157233E+00           -NaN
  4.9158216E+00           -NaN
  4.9159198E+00           -NaN
  4.9160180E+00           -NaN
  4.9161162E+00           -NaN
  4.9162149E+00           -NaN
  4.9163132E+00           -NaN
  4.9164114E+00           -NaN
  4.9165096E+00           -NaN
  4.9166079E+00           -NaN
  4.9167066E+00           -NaN
  4.9168048E+00           -NaN
  4.9169030E+00           -NaN
  4.9170012E+00           -NaN
  4.9171000E+00           -NaN
  4.9171982E+00           -NaN
  4.9172964E+00           -NaN
  4.9173946E+00           -NaN
  4.9174933E+00           -NaN
  4.9175916E+00           -NaN
  4.9176898E+00           -NaN
  4.9177880E+00           -NaN
  4.9178867E+00           -NaN
  4.9179850E+00           -NaN
  4.9180832E+00           -NaN
  4.9181814E+00           -NaN
  4.9182801E+00           -NaN
  4.9183784E+00           -NaN
  4.9184766E+00           -NaN
  4.9185753E+00           -NaN
  4.9186735E+00           -NaN
  4.9187717E+00           -NaN
  4.9188704E+00           -NaN
  4.9189687E+00           -NaN
  4.9190669E+00           -NaN
  4.9191651E+00           -NaN
  4.9192638E+00           -NaN
  4.9193621E+00           -NaN
  4.9194603E+00           -NaN
  4.9195590E+00           -NaN
  4.9196572E+00           -NaN
  4.9197555E+00           -NaN
  4.9198542E+00           -NaN
  4.9199524E+00           -NaN
  4.9200511E+00           -NaN
  4.9201493E+00           -NaN
  4.9202476E+00           -NaN
  4.9203463E+00           -NaN
  4.9204445E+00           -NaN
  4.9205427E+00           -NaN
  4.9206414E+00           -NaN
  4.9207397E+00           -NaN
  4.9208384E+00           -NaN
  4.9209366E+00           -NaN
  4.9210348E+00           -NaN
  4.9211335E+00           -NaN
  4.9212317E+00           -NaN
  4.9213305E+00           -NaN
  4.9214287E+00           -NaN
  4.9215269E+00           -NaN
  4.9216256E+00           -NaN
  4.9217238E+00           -NaN
  4.9218225E+00           -NaN
  4.9219208E+00           -NaN
  4.9220195E+00           -NaN
  4.9221177E+00           -NaN
  4.9222159E+00           -NaN
  4.9223146E+00           -NaN
  4.9224129E+00           -NaN
  4.9225116E+00           -NaN
  4.9226098E+00           -NaN
  4.9227085E+00           -NaN
  4.9228067E+00           -NaN
  4.9229054E+00           -NaN
  4.9230037E+00           -NaN
  4.9231024E+00           -NaN
  4.9232006E+00           -NaN
  4.9232993E+00           -NaN
  4.9233975E+00           -NaN
  4.9234962E+00           -NaN
  4.9235945E+00           -NaN
  4.9236932E+00           -NaN
  4.9237914E+00           -NaN
  4.9238901E+00           -NaN
  4.9239883E+00           -NaN
  4.9240870E+00           -NaN
  4.9241853E+00           -NaN
  4.9242840E+00           -NaN
  4.9243822E+00           -NaN
  4.9244809E+00           -NaN
  4.9245791E+00           -NaN
  4.9246778E+00           -NaN
  4.9247766E+00           -NaN
  4.9248748E+00           -NaN
  4.9249735E+00           -NaN
  4.9250717E+00           -NaN
  4.9251704E+00           -NaN
  4.9252687E+00           -NaN
  4.9253674E+00           -NaN
  4.9254661E+00           -NaN
  4.9255643E+00           -NaN
  4.9256630E+00           -NaN
  4.9257612E+00           -NaN
  4.9258599E+00           -NaN
  4.9259586E+00           -NaN
  4.9260569E+00           -NaN
  4.9261556E+00           -NaN
  4.9262538E+00           -NaN
  4.9263525E+00           -NaN
  4.9264512E+00           -NaN
  4.9265494E+00           -NaN
  4.9266481E+00           -NaN
  4.9267468E+00           -NaN
  4.9268451E+00           -NaN
  4.9269438E+00           -NaN
  4.9270420E+00           -NaN
  4.9271407E+00           -NaN
  4.9272394E+00           -NaN
  4.9273376E+00           -NaN
  4.9274364E+00           -NaN
  4.9275351E+00           -NaN
  4.9276333E+00           -NaN
  4.9277320E+00           -NaN
  4.9278307E+00           -NaN
  4.9279294E+00           -NaN
  4.9280276E+00           -NaN
  4.9281263E+00           -NaN
  4.9282250E+00           -NaN
  4.9283233E+00           -NaN
  4.9284220E+00           -NaN
  4.9285207E+00           -NaN
  4.9286189E+00           -NaN
  4.9287176E+00           -NaN
  4.9288163E+00           -NaN
  4.9289150E+00           -NaN
  4.9290133E+00           -NaN
  4.9291120E+00           -NaN
  4.9292107E+00           -NaN
  4.9293094E+00           -NaN
  4.9294076E+00           -NaN
  4.9295063E+00           -NaN
  4.9296050E+00           -NaN
  4.9297037E+00           -NaN
  4.9298019E+00           -NaN
  4.9299006E+00           -NaN
  4.9299994E+00           -NaN
  4.9300981E+00           -NaN
  4.9301968E+00           -NaN
  4.9302950E+00           -NaN
  4.9303937E+00           -NaN
  4.9304924E+00           -NaN
  4.9305911E+00           -NaN
  4.9306893E+00           -NaN
  4.9307880E+00           -NaN
  4.9308867E+00           -NaN
  4.9309855E+00           -NaN
  4.9310842E+00           -NaN
  4.9311829E+00           -NaN
  4.9312811E+00           -NaN
  4.9313798E+00           -NaN
  4.9314785E+00           -NaN
  4.9315772E+00           -NaN
  4.9316759E+00           -NaN
  4.9317746E+00           -NaN
  4.9318728E+00           -NaN
  4.9319715E+00           -NaN
  4.9320703E+00           -NaN
  4.9321690E+00           -NaN
  4.9322677E+00           -NaN
  4.9323664E+00           -NaN
  4.9324651E+00           -NaN
  4.9325638E+00           -NaN
  4.9326620E+00           -NaN
  4.9327607E+00           -NaN
  4.9328594E+00           -NaN
  4.9329581E+00           -NaN
  4.9330568E+00           -NaN
  4.9331555E+00           -NaN
  4.9332542E+00           -NaN
  4.9333529E+00           -NaN
  4.9334517E+00           -NaN
  4.9335504E+00           -NaN
  4.9336491E+00           -NaN
  4.9337473E+00           -NaN
  4.9338460E+00           -NaN
  4.9339447E+00           -NaN
  4.9340434E+00           -NaN
  4.9341421E+00           -NaN
  4.9342408E+00           -NaN
  4.9343395E+00           -NaN
  4.9344382E+00           -NaN
  4.9345369E+00           -NaN
  4.9346356E+00           -NaN
  4.9347343E+00           -NaN
  4.9348330E+00           -NaN
  4.9349318E+00           -NaN
  4.9350305E+00           -NaN
  4.9351292E+00           -NaN
  4.9352279E+00           -NaN
  4.9353266E+00           -NaN
  4.9354253E+00           -NaN
  4.9355240E+00           -NaN
  4.9356227E+00           -NaN
  4.9357214E+00           -NaN
  4.9358201E+00           -NaN
  4.9359188E+00           -NaN
  4.9360175E+00           -NaN
  4.9361162E+00           -NaN
  4.9362149E+00           -NaN
  4.9363136E+00           -NaN
  4.9364123E+00           -NaN
  4.9365110E+00           -NaN
  4.9366097E+00           -NaN
  4.9367085E+00           -NaN
  4.9368072E+00           -NaN
  4.9369059E+00           -NaN
  4.9370050E+00           -NaN
  4.9371037E+00           -NaN
  4.9372025E+00           -NaN
  4.9373012E+00           -NaN
  4.9373999E+00           -NaN
  4.9374986E+00           -NaN
  4.9375973E+00           -NaN
  4.9376960E+00           -NaN
  4.9377947E+00           -NaN
  4.9378934E+00           -NaN
  4.9379921E+00           -NaN
  4.9380913E+00           -NaN
  4.9381900E+00           -NaN
  4.9382887E+00           -NaN
  4.9383874E+00           -NaN
  4.9384861E+00           -NaN
  4.9385848E+00           -NaN
  4.9386835E+00           -NaN
  4.9387822E+00           -NaN
  4.9388814E+00           -NaN
  4.9389801E+00           -NaN
  4.9390788E+00           -NaN
  4.9391775E+00           -NaN
  4.9392762E+00           -NaN
  4.9393749E+00           -NaN
  4.9394741E+00           -NaN
  4.9395728E+00           -NaN
  4.9396715E+00           -NaN
  4.9397702E+00           -NaN
  4.9398689E+00           -NaN
  4.9399681E+00           -NaN
  4.9400668E+00           -NaN
  4.9401655E+00           -NaN
  4.9402642E+00           -NaN
  4.9403629E+00           -NaN
  4.9404621E+00           -NaN
  4.9405608E+00           -NaN
  4.9406595E+00           -NaN
  4.9407582E+00           -NaN
  4.9408569E+00           -NaN
  4.9409561E+00           -NaN
  4.9410548E+00           -NaN
  4.9411535E+00           -NaN
  4.9412522E+00           -NaN
  4.9413514E+00           -NaN
  4.9414501E+00           -NaN
  4.9415488E+00           -NaN
  4.9416475E+00           -NaN
  4.9417467E+00           -NaN
  4.9418454E+00           -NaN
  4.9419441E+00           -NaN
  4.9420433E+00           -NaN
  4.9421420E+00           -NaN
  4.9422407E+00           -NaN
  4.9423394E+00           -NaN
  4.9424386E+00           -NaN
  4.9425373E+00           -NaN
  4.9426360E+00           -NaN
  4.9427352E+00           -NaN
  4.9428339E+00           -NaN
  4.9429326E+00           -NaN
  4.9430318E+00           -NaN
  4.9431305E+00           -NaN
  4.9432292E+00           -NaN
  4.9433284E+00           -NaN
  4.9434271E+00           -NaN
  4.9435258E+00           -NaN
  4.9436250E+00           -NaN
  4.9437237E+00           -NaN
  4.9438224E+00           -NaN
  4.9439216E+00           -NaN
  4.9440203E+00           -NaN
  4.9441190E+00           -NaN
  4.9442182E+00           -NaN
  4.9443169E+00           -NaN
  4.9444160E+00           -NaN
  4.9445148E+00           -NaN
  4.9446135E+00           -NaN
  4.9447126E+00           -NaN
  4.9448113E+00           -NaN
  4.9449100E+00           -NaN
  4.9450092E+00           -NaN
  4.9451079E+00           -NaN
  4.9452071E+00           -NaN
  4.9453058E+00           -NaN
  4.9454050E+00           -NaN
  4.9455037E+00           -NaN
  4.9456024E+00           -NaN
  4.9457016E+00           -NaN
  4.9458003E+00           -NaN
  4.9458995E+00           -NaN
  4.9459982E+00           -NaN
  4.9460974E+00           -NaN
  4.9461961E+00           -NaN
  4.9462953E+00           -NaN
  4.9463940E+00           -NaN
  4.9464927E+00           -NaN
  4.9465919E+00           -NaN
  4.9466906E+00           -NaN
  4.9467897E+00           -NaN
  4.9468884E+00           -NaN
  4.9469876E+00           -NaN
  4.9470863E+00           -NaN
  4.9471855E+00           -NaN
  4.9472842E+00           -NaN
  4.9473834E+00           -NaN
  4.9474821E+00           -NaN
  4.9475813E+00           -NaN
  4.9476800E+00           -NaN
  4.9477792E+00           -NaN
  4.9478779E+00           -NaN
  4.9479771E+00           -NaN
  4.9480758E+00           -NaN
  4.9481750E+00           -NaN
  4.9482741E+00           -NaN
  4.9483728E+00           -NaN
  4.9484720E+00           -NaN
  4.9485707E+00           -NaN
  4.9486699E+00           -NaN
  4.9487686E+00           -NaN
  4.9488678E+00           -NaN
  4.9489665E+00           -NaN
  4.9490657E+00           -NaN
  4.9491649E+00           -NaN
  4.9492636E+00           -NaN
  4.9493628E+00           -NaN
  4.9494615E+00           -NaN
  4.9495606E+00           -NaN
  4.9496598E+00           -NaN
  4.9497585E+00           -NaN
  4.9498577E+00           -NaN
  4.9499564E+00           -NaN
  4.9500556E+00           -NaN
  4.9501548E+00           -NaN
  4.9502535E+00           -NaN
  4.9503527E+00           -NaN
  4.9504519E+00           -NaN
  4.9505506E+00           -NaN
  4.9506497E+00           -NaN
  4.9507484E+00           -NaN
  4.9508476E+00           -NaN
  4.9509468E+00           -NaN
  4.9510455E+00           -NaN
  4.9511447E+00           -NaN
  4.9512439E+00           -NaN
  4.9513426E+00           -NaN
  4.9514418E+00           -NaN
  4.9515409E+00           -NaN
  4.9516397E+00           -NaN
  4.9517388E+00           -NaN
  4.9518380E+00           -NaN
  4.9519372E+00           -NaN
  4.9520359E+00           -NaN
  4.9521351E+00           -NaN
  4.9522343E+00           -NaN
  4.9523330E+00           -NaN
  4.9524322E+00           -NaN
  4.9525313E+00           -NaN
  4.9526305E+00           -NaN
  4.9527292E+00           -NaN
  4.9528284E+00           -NaN
  4.9529276E+00           -NaN
  4.9530263E+00           -NaN
  4.9531255E+00           -NaN
  4.9532247E+00           -NaN
  4.9533238E+00           -NaN
  4.9534225E+00           -NaN
  4.9535217E+00           -NaN
  4.9536209E+00           -NaN
  4.9537201E+00           -NaN
  4.9538193E+00           -NaN
  4.9539180E+00           -NaN
  4.9540172E+00           -NaN
  4.9541163E+00           -NaN
  4.9542155E+00           -NaN
  4.9543142E+00           -NaN
  4.9544134E+00           -NaN
  4.9545126E+00           -NaN
  4.9546118E+00           -NaN
  4.9547110E+00           -NaN
  4.9548097E+00           -NaN
  4.9549088E+00           -NaN
  4.9550080E+00           -NaN
  4.9551072E+00           -NaN
  4.9552064E+00           -NaN
  4.9553056E+00           -NaN
  4.9554043E+00           -NaN
  4.9555035E+00           -NaN
  4.9556026E+00           -NaN
  4.9557018E+00           -NaN
  4.9558010E+00           -NaN
  4.9559002E+00           -NaN
  4.9559994E+00           -NaN
  4.9560981E+00           -NaN
  4.9561973E+00           -NaN
  4.9562964E+00           -NaN
  4.9563956E+00           -NaN
  4.9564948E+00           -NaN
  4.9565940E+00           -NaN
  4.9566932E+00           -NaN
  4.9567924E+00           -NaN
  4.9568915E+00           -NaN
  4.9569902E+00           -NaN
  4.9570894E+00           -NaN
  4.9571886E+00           -NaN
  4.9572878E+00           -NaN
  4.9573870E+00           -NaN
  4.9574862E+00           -NaN
  4.9575853E+00           -NaN
  4.9576845E+00           -NaN
  4.9577837E+00           -NaN
  4.9578829E+00           -NaN
  4.9579821E+00           -NaN
  4.9580812E+00           -NaN
  4.9581804E+00           -NaN
  4.9582796E+00           -NaN
  4.9583788E+00           -NaN
  4.9584780E+00           -NaN
  4.9585772E+00           -NaN
  4.9586763E+00           -NaN
  4.9587755E+00           -NaN
  4.9588747E+00           -NaN
  4.9589734E+00           -NaN
  4.9590726E+00           -NaN
  4.9591718E+00           -NaN
  4.9592710E+00           -NaN
  4.9593701E+00           -NaN
  4.9594698E+00           -NaN
  4.9595690E+00           -NaN
  4.9596682E+00           -NaN
  4.9597673E+00           -NaN
  4.9598665E+00           -NaN
  4.9599657E+00  2.1868634E+00
  4.9600649E+00  2.1537242E+00
  4.9601641E+00  2.0547600E+00
  4.9602633E+00  2.1288581E+00
  4.9603624E+00  2.1942744E+00
  4.9604616E+00  2.2125599E+00
  4.9605608E+00  2.1380289E+00
  4.9606600E+00  2.0579762E+00
  4.9607592E+00  2.0776711E+00
  4.9608583E+00  2.1088550E+00
  4.9609575E+00  2.1241426E+00
  4.9610567E+00  2.0547917E+00
  4.9611559E+00  2.1224577E+00
  4.9612551E+00  2.0859387E+00
  4.9613547E+00  2.0691257E+00
  4.9614539E+00  2.0686123E+00
  4.9615531E+00  2.0518205E+00
  4.9616523E+00  2.0672727E+00
  4.9617515E+00  2.0644805E+00
  4.9618506E+00  2.0404117E+00
  4.9619498E+00  2.0405302E+00
  4.9620490E+00  2.0384717E+00
  4.9621482E+00  2.0688841E+00
  4.9622478E+00  2.0931668E+00
  4.9623470E+00  2.0621660E+00
  4.9624462E+00  2.0741525E+00
  4.9625454E+00  2.0794027E+00
  4.9626446E+00  2.0488756E+00
  4.9627438E+00  2.0625408E+00
  4.9628429E+00  2.0645201E+00
  4.9629426E+00  2.0454760E+00
  4.9630418E+00  2.0760531E+00
  4.9631410E+00  2.0729902E+00
  4.9632401E+00  2.0396330E+00
  4.9633393E+00  2.0934944E+00
  4.9634385E+00  2.0518227E+00
  4.9635382E+00  2.0237145E+00
  4.9636374E+00  2.0501754E+00
  4.9637365E+00  2.0348735E+00
  4.9638357E+00  2.0393603E+00
  4.9639349E+00  2.0735168E+00
  4.9640346E+00  2.0581899E+00
  4.9641337E+00  2.0501518E+00
  4.9642329E+00  2.0598524E+00
  4.9643321E+00  2.0768483E+00
  4.9644313E+00  2.0759654E+00
  4.9645309E+00  2.0584540E+00
  4.9646301E+00  2.0595398E+00
  4.9647293E+00  2.0765309E+00
  4.9648285E+00  2.0616865E+00
  4.9649282E+00  2.0780311E+00
  4.9650273E+00  2.1003232E+00
